time;model_id;model_name;port_name;data
2.64728;1;kinase_Processor;; Sigma 0.0250736 x1_value 0.38989 x2_value 0.630441 x3_value 0.60903 x4_value 0.420409 x1_derivative_val -0.125176 x2_derivative_val 0.0746696 Current Time 2.66235  

2.67235;1;kinase_Processor;out;0
2.67235;1;kinase_Processor;; Sigma 0.0248758 x1_value 0.386752 x2_value 0.632313 x3_value 0.617202 x4_value 0.430409 x1_derivative_val -0.12532 x2_derivative_val 0.0705952 Current Time 2.68723  

2.69723;1;kinase_Processor;out;0
2.69723;1;kinase_Processor;; Sigma 0.0246883 x1_value 0.383635 x2_value 0.634069 x3_value 0.625255 x4_value 0.440409 x1_derivative_val -0.12542 x2_derivative_val 0.0666001 Current Time 2.71191  

2.72191;1;kinase_Processor;out;0
2.72191;1;kinase_Processor;; Sigma 0.0245106 x1_value 0.380539 x2_value 0.635714 x3_value 0.633191 x4_value 0.450409 x1_derivative_val -0.125479 x2_derivative_val 0.0626819 Current Time 2.73642  

2.74642;1;kinase_Processor;out;0
2.74642;1;kinase_Processor;; Sigma 0.0243423 x1_value 0.377463 x2_value 0.63725 x3_value 0.641013 x4_value 0.460409 x1_derivative_val -0.125499 x2_derivative_val 0.0588384 Current Time 2.76077  

2.77077;1;kinase_Processor;out;0
2.77077;1;kinase_Processor;; Sigma 0.0241827 x1_value 0.374409 x2_value 0.638682 x3_value 0.648723 x4_value 0.470409 x1_derivative_val -0.125482 x2_derivative_val 0.0550676 Current Time 2.78495  

2.79495;1;kinase_Processor;out;0
2.79495;1;kinase_Processor;; Sigma 0.0240316 x1_value 0.371374 x2_value 0.640014 x3_value 0.656324 x4_value 0.480409 x1_derivative_val -0.12543 x2_derivative_val 0.0513675 Current Time 2.80898  

2.81898;1;kinase_Processor;out;0
2.81898;1;kinase_Processor;; Sigma 0.0238884 x1_value 0.36836 x2_value 0.641248 x3_value 0.663818 x4_value 0.490409 x1_derivative_val -0.125345 x2_derivative_val 0.0477362 Current Time 2.83287  

2.84287;1;kinase_Processor;out;0
2.84287;1;kinase_Processor;; Sigma 0.0237528 x1_value 0.365366 x2_value 0.642389 x3_value 0.671208 x4_value 0.500409 x1_derivative_val -0.125228 x2_derivative_val 0.0441719 Current Time 2.85662  

2.86662;1;kinase_Processor;out;0
2.86662;1;kinase_Processor;; Sigma 0.0236245 x1_value 0.362392 x2_value 0.643438 x3_value 0.678495 x4_value 0.510409 x1_derivative_val -0.125082 x2_derivative_val 0.040673 Current Time 2.88025  

2.89025;1;kinase_Processor;out;0
2.89025;1;kinase_Processor;; Sigma 0.0235031 x1_value 0.359437 x2_value 0.644399 x3_value 0.685681 x4_value 0.520409 x1_derivative_val -0.124908 x2_derivative_val 0.0372377 Current Time 2.90375  

2.91375;1;kinase_Processor;out;0
2.91375;1;kinase_Processor;; Sigma 0.0233883 x1_value 0.356502 x2_value 0.645274 x3_value 0.692769 x4_value 0.530409 x1_derivative_val -0.124707 x2_derivative_val 0.0338646 Current Time 2.92714  

2.93714;1;kinase_Processor;out;0
2.93714;1;kinase_Processor;; Sigma 0.0232799 x1_value 0.353585 x2_value 0.646066 x3_value 0.699759 x4_value 0.540409 x1_derivative_val -0.12448 x2_derivative_val 0.030552 Current Time 2.95042  

2.96042;1;kinase_Processor;out;0
2.96042;1;kinase_Processor;; Sigma 0.0231777 x1_value 0.350687 x2_value 0.646777 x3_value 0.706655 x4_value 0.550409 x1_derivative_val -0.12423 x2_derivative_val 0.0272986 Current Time 2.9736  

2.9836;1;kinase_Processor;out;0
2.9836;1;kinase_Processor;; Sigma 0.0230813 x1_value 0.347808 x2_value 0.64741 x3_value 0.713456 x4_value 0.560409 x1_derivative_val -0.123956 x2_derivative_val 0.024103 Current Time 2.99668  

3.00668;1;kinase_Processor;out;0
3.00668;1;kinase_Processor;; Sigma 0.0229906 x1_value 0.344947 x2_value 0.647966 x3_value 0.720165 x4_value 0.570409 x1_derivative_val -0.123661 x2_derivative_val 0.0209639 Current Time 3.01967  

3.02967;1;kinase_Processor;out;0
3.02967;1;kinase_Processor;; Sigma 0.0229053 x1_value 0.342104 x2_value 0.648448 x3_value 0.726784 x4_value 0.580409 x1_derivative_val -0.123344 x2_derivative_val 0.01788 Current Time 3.04257  

3.05257;1;kinase_Processor;out;0
3.05257;1;kinase_Processor;; Sigma 0.0228254 x1_value 0.339279 x2_value 0.648858 x3_value 0.733313 x4_value 0.590409 x1_derivative_val -0.123008 x2_derivative_val 0.0148501 Current Time 3.0654  

3.0754;1;kinase_Processor;out;0
3.0754;1;kinase_Processor;; Sigma 0.0227505 x1_value 0.336471 x2_value 0.649197 x3_value 0.739755 x4_value 0.600409 x1_derivative_val -0.122653 x2_derivative_val 0.011873 Current Time 3.08815  

3.09815;1;kinase_Processor;out;0
3.09815;1;kinase_Processor;; Sigma 0.0226806 x1_value 0.333681 x2_value 0.649467 x3_value 0.746109 x4_value 0.610409 x1_derivative_val -0.12228 x2_derivative_val 0.00894759 Current Time 3.11083  

3.12083;1;kinase_Processor;out;0
3.12083;1;kinase_Processor;; Sigma 0.0226155 x1_value 0.330908 x2_value 0.64967 x3_value 0.752378 x4_value 0.620409 x1_derivative_val -0.121889 x2_derivative_val 0.00607281 Current Time 3.13345  

3.14345;1;kinase_Processor;out;0
3.14345;1;kinase_Processor;; Sigma 0.0225551 x1_value 0.328151 x2_value 0.649807 x3_value 0.758563 x4_value 0.630409 x1_derivative_val -0.121482 x2_derivative_val 0.00324761 Current Time 3.156  

3.166;1;kinase_Processor;out;0
3.166;1;kinase_Processor;; Sigma 0.0224992 x1_value 0.325411 x2_value 0.64988 x3_value 0.764665 x4_value 0.640409 x1_derivative_val -0.12106 x2_derivative_val 0.000470994 Current Time 3.1785  

3.1885;1;kinase_Processor;out;0
3.1885;1;kinase_Processor;; Sigma 0.0224477 x1_value 0.322688 x2_value 0.649891 x3_value 0.770685 x4_value 0.650409 x1_derivative_val -0.120622 x2_derivative_val -0.002258 Current Time 3.20095  

3.21095;1;kinase_Processor;out;0
3.21095;1;kinase_Processor;; Sigma 0.0224005 x1_value 0.31998 x2_value 0.64984 x3_value 0.776623 x4_value 0.660409 x1_derivative_val -0.12017 x2_derivative_val -0.0049403 Current Time 3.22335  

3.23335;1;kinase_Processor;out;0
3.23335;1;kinase_Processor;; Sigma 0.0223575 x1_value 0.317288 x2_value 0.64973 x3_value 0.782482 x4_value 0.670409 x1_derivative_val -0.119705 x2_derivative_val -0.0075768 Current Time 3.24571  

3.25571;1;kinase_Processor;out;0
3.25571;1;kinase_Processor;; Sigma 0.0223186 x1_value 0.314612 x2_value 0.64956 x3_value 0.788261 x4_value 0.680409 x1_derivative_val -0.119226 x2_derivative_val -0.0101684 Current Time 3.26802  

3.27802;1;kinase_Processor;out;0
3.27802;1;kinase_Processor;; Sigma 0.0222838 x1_value 0.311951 x2_value 0.649333 x3_value 0.793962 x4_value 0.690409 x1_derivative_val -0.118734 x2_derivative_val -0.0127158 Current Time 3.29031  

3.30031;1;kinase_Processor;out;0
3.30031;1;kinase_Processor;; Sigma 0.0222529 x1_value 0.309305 x2_value 0.64905 x3_value 0.799585 x4_value 0.700409 x1_derivative_val -0.118231 x2_derivative_val -0.01522 Current Time 3.31256  

3.32256;1;kinase_Processor;out;0
3.32256;1;kinase_Processor;; Sigma 0.0222258 x1_value 0.306674 x2_value 0.648711 x3_value 0.805132 x4_value 0.710409 x1_derivative_val -0.117716 x2_derivative_val -0.0176816 Current Time 3.33479  

3.34479;1;kinase_Processor;out;0
3.34479;1;kinase_Processor;; Sigma 0.0222026 x1_value 0.304058 x2_value 0.648318 x3_value 0.810602 x4_value 0.720409 x1_derivative_val -0.11719 x2_derivative_val -0.0201014 Current Time 3.35699  

3.36699;1;kinase_Processor;out;0
3.36699;1;kinase_Processor;; Sigma 0.0221831 x1_value 0.301456 x2_value 0.647872 x3_value 0.815998 x4_value 0.730409 x1_derivative_val -0.116653 x2_derivative_val -0.0224801 Current Time 3.37917  

3.38917;1;kinase_Processor;out;0
3.38917;1;kinase_Processor;; Sigma 0.0221673 x1_value 0.298868 x2_value 0.647373 x3_value 0.821319 x4_value 0.740409 x1_derivative_val -0.116106 x2_derivative_val -0.0248185 Current Time 3.40134  

3.41134;1;kinase_Processor;out;0
3.41134;1;kinase_Processor;; Sigma 0.0221552 x1_value 0.296294 x2_value 0.646823 x3_value 0.826567 x4_value 0.750409 x1_derivative_val -0.115549 x2_derivative_val -0.0271172 Current Time 3.42349  

3.43349;1;kinase_Processor;out;0
3.43349;1;kinase_Processor;; Sigma 0.0221466 x1_value 0.293734 x2_value 0.646222 x3_value 0.831741 x4_value 0.760409 x1_derivative_val -0.114983 x2_derivative_val -0.0293768 Current Time 3.44564  

3.45564;1;kinase_Processor;out;0
3.45564;1;kinase_Processor;; Sigma 0.0221417 x1_value 0.291188 x2_value 0.645572 x3_value 0.836842 x4_value 0.770409 x1_derivative_val -0.114408 x2_derivative_val -0.031598 Current Time 3.46778  

3.47778;1;kinase_Processor;out;0
3.47778;1;kinase_Processor;; Sigma 0.0221402 x1_value 0.288655 x2_value 0.644872 x3_value 0.841872 x4_value 0.780409 x1_derivative_val -0.113824 x2_derivative_val -0.0337813 Current Time 3.48992  

3.49992;1;kinase_Processor;out;0
3.49992;1;kinase_Processor;; Sigma 0.0221423 x1_value 0.286135 x2_value 0.644124 x3_value 0.84683 x4_value 0.790409 x1_derivative_val -0.113232 x2_derivative_val -0.0359275 Current Time 3.51207  

3.52207;1;kinase_Processor;out;0
3.52207;1;kinase_Processor;; Sigma 0.0221478 x1_value 0.283627 x2_value 0.643329 x3_value 0.851717 x4_value 0.800409 x1_derivative_val -0.112632 x2_derivative_val -0.0380369 Current Time 3.53421  

3.54421;1;kinase_Processor;out;0
3.54421;1;kinase_Processor;; Sigma 0.0221568 x1_value 0.281133 x2_value 0.642486 x3_value 0.856533 x4_value 0.810409 x1_derivative_val -0.112024 x2_derivative_val -0.0401102 Current Time 3.55637  

3.56637;1;kinase_Processor;out;0
3.56637;1;kinase_Processor;; Sigma 0.0221693 x1_value 0.278651 x2_value 0.641598 x3_value 0.86128 x4_value 0.820409 x1_derivative_val -0.111409 x2_derivative_val -0.042148 Current Time 3.57854  

3.58854;1;kinase_Processor;out;0
3.58854;1;kinase_Processor;; Sigma 0.0221852 x1_value 0.276181 x2_value 0.640663 x3_value 0.865956 x4_value 0.830409 x1_derivative_val -0.110786 x2_derivative_val -0.0441506 Current Time 3.60072  

3.61072;1;kinase_Processor;out;0
3.61072;1;kinase_Processor;; Sigma 0.0222045 x1_value 0.273723 x2_value 0.639684 x3_value 0.870564 x4_value 0.840409 x1_derivative_val -0.110157 x2_derivative_val -0.0461187 Current Time 3.62293  

3.63293;1;kinase_Processor;out;0
3.63293;1;kinase_Processor;; Sigma 0.0222273 x1_value 0.271277 x2_value 0.63866 x3_value 0.875103 x4_value 0.850409 x1_derivative_val -0.109521 x2_derivative_val -0.0480527 Current Time 3.64516  

3.65516;1;kinase_Processor;out;0
3.65516;1;kinase_Processor;; Sigma 0.0222535 x1_value 0.268843 x2_value 0.637592 x3_value 0.879573 x4_value 0.860409 x1_derivative_val -0.108878 x2_derivative_val -0.049953 Current Time 3.66741  

3.67741;1;kinase_Processor;out;0
3.67741;1;kinase_Processor;; Sigma 0.0222831 x1_value 0.26642 x2_value 0.63648 x3_value 0.883974 x4_value 0.870409 x1_derivative_val -0.10823 x2_derivative_val -0.0518201 Current Time 3.68969  

3.69969;1;kinase_Processor;out;0
3.69969;1;kinase_Processor;; Sigma 0.0223163 x1_value 0.264008 x2_value 0.635325 x3_value 0.888308 x4_value 0.880409 x1_derivative_val -0.107575 x2_derivative_val -0.0536545 Current Time 3.71201  

3.72201;1;kinase_Processor;out;0
3.72201;1;kinase_Processor;; Sigma 0.0223529 x1_value 0.261607 x2_value 0.634128 x3_value 0.892575 x4_value 0.890409 x1_derivative_val -0.106914 x2_derivative_val -0.0554565 Current Time 3.73436  

3.74436;1;kinase_Processor;out;0
3.74436;1;kinase_Processor;; Sigma 0.022393 x1_value 0.259218 x2_value 0.632888 x3_value 0.896773 x4_value 0.900409 x1_derivative_val -0.106248 x2_derivative_val -0.0572265 Current Time 3.75675  

3.76675;1;kinase_Processor;out;0
3.76675;1;kinase_Processor;; Sigma 0.0224366 x1_value 0.256838 x2_value 0.631607 x3_value 0.900905 x4_value 0.910409 x1_derivative_val -0.105577 x2_derivative_val -0.058965 Current Time 3.77919  

3.78919;1;kinase_Processor;out;0
3.78919;1;kinase_Processor;; Sigma 0.0224838 x1_value 0.25447 x2_value 0.630284 x3_value 0.904969 x4_value 0.920409 x1_derivative_val -0.1049 x2_derivative_val -0.0606724 Current Time 3.80168  

3.81168;1;kinase_Processor;out;0
3.81168;1;kinase_Processor;; Sigma 0.0225346 x1_value 0.252111 x2_value 0.62892 x3_value 0.908967 x4_value 0.930409 x1_derivative_val -0.104219 x2_derivative_val -0.0623489 Current Time 3.82421  

3.83421;1;kinase_Processor;out;0
3.83421;1;kinase_Processor;; Sigma 0.022589 x1_value 0.249762 x2_value 0.627515 x3_value 0.912898 x4_value 0.940409 x1_derivative_val -0.103532 x2_derivative_val -0.0639949 Current Time 3.8468  

3.8568;1;kinase_Processor;out;0
3.8568;1;kinase_Processor;; Sigma 0.0226471 x1_value 0.247424 x2_value 0.626069 x3_value 0.916762 x4_value 0.950409 x1_derivative_val -0.102841 x2_derivative_val -0.0656108 Current Time 3.86945  

3.87945;1;kinase_Processor;out;0
3.87945;1;kinase_Processor;; Sigma 0.0227089 x1_value 0.245095 x2_value 0.624583 x3_value 0.92056 x4_value 0.960409 x1_derivative_val -0.102145 x2_derivative_val -0.067197 Current Time 3.89215  

3.90215;1;kinase_Processor;out;0
3.90215;1;kinase_Processor;; Sigma 0.0227746 x1_value 0.242775 x2_value 0.623057 x3_value 0.924291 x4_value 0.970409 x1_derivative_val -0.101444 x2_derivative_val -0.0687536 Current Time 3.91493  

3.92493;1;kinase_Processor;out;0
3.92493;1;kinase_Processor;; Sigma 0.022844 x1_value 0.240465 x2_value 0.621491 x3_value 0.927956 x4_value 0.980409 x1_derivative_val -0.100739 x2_derivative_val -0.0702811 Current Time 3.93777  

3.94777;1;kinase_Processor;out;0
3.94777;1;kinase_Processor;; Sigma 0.0229174 x1_value 0.238163 x2_value 0.619886 x3_value 0.931554 x4_value 0.990409 x1_derivative_val -0.10003 x2_derivative_val -0.0717796 Current Time 3.96069  

3.97069;1;kinase_Processor;out;0
3.97069;1;kinase_Processor;; Sigma 0.0229948 x1_value 0.235871 x2_value 0.618241 x3_value 0.935086 x4_value 1.00041 x1_derivative_val -0.0993171 x2_derivative_val -0.0732496 Current Time 3.98369  

3.99369;1;kinase_Processor;out;0
3.99369;1;kinase_Processor;; Sigma 0.0230762 x1_value 0.233587 x2_value 0.616557 x3_value 0.938551 x4_value 1.01041 x1_derivative_val -0.0985998 x2_derivative_val -0.0746912 Current Time 4.00676  

4.01676;1;kinase_Processor;out;0
4.01676;1;kinase_Processor;; Sigma 0.0231618 x1_value 0.231312 x2_value 0.614833 x3_value 0.94195 x4_value 1.02041 x1_derivative_val -0.0978786 x2_derivative_val -0.0761048 Current Time 4.02992  

4.03992;1;kinase_Processor;out;0
4.03992;1;kinase_Processor;; Sigma 0.0232517 x1_value 0.229045 x2_value 0.61307 x3_value 0.945282 x4_value 1.03041 x1_derivative_val -0.0971536 x2_derivative_val -0.0774905 Current Time 4.05318  

4.06318;1;kinase_Processor;out;0
4.06318;1;kinase_Processor;; Sigma 0.0233458 x1_value 0.226786 x2_value 0.611268 x3_value 0.948547 x4_value 1.04041 x1_derivative_val -0.0964248 x2_derivative_val -0.0788486 Current Time 4.07652  

4.08652;1;kinase_Processor;out;0
4.08652;1;kinase_Processor;; Sigma 0.0234444 x1_value 0.224534 x2_value 0.609428 x3_value 0.951745 x4_value 1.05041 x1_derivative_val -0.0956923 x2_derivative_val -0.0801794 Current Time 4.09997  

4.10997;1;kinase_Processor;out;0
4.10997;1;kinase_Processor;; Sigma 0.0235476 x1_value 0.222291 x2_value 0.607548 x3_value 0.954876 x4_value 1.06041 x1_derivative_val -0.0949563 x2_derivative_val -0.081483 Current Time 4.12351  

4.13351;1;kinase_Processor;out;0
4.13351;1;kinase_Processor;; Sigma 0.0236555 x1_value 0.220055 x2_value 0.605629 x3_value 0.95794 x4_value 1.07041 x1_derivative_val -0.0942166 x2_derivative_val -0.0827597 Current Time 4.14717  

4.15717;1;kinase_Processor;out;0
4.15717;1;kinase_Processor;; Sigma 0.0237681 x1_value 0.217826 x2_value 0.603671 x3_value 0.960936 x4_value 1.08041 x1_derivative_val -0.0934735 x2_derivative_val -0.0840096 Current Time 4.17094  

4.18094;1;kinase_Processor;out;0
4.18094;1;kinase_Processor;; Sigma 0.0238857 x1_value 0.215604 x2_value 0.601675 x3_value 0.963864 x4_value 1.09041 x1_derivative_val -0.092727 x2_derivative_val -0.085233 Current Time 4.19482  

4.20482;1;kinase_Processor;out;0
4.20482;1;kinase_Processor;; Sigma 0.0240085 x1_value 0.213389 x2_value 0.599639 x3_value 0.966725 x4_value 1.10041 x1_derivative_val -0.0919771 x2_derivative_val -0.0864299 Current Time 4.21883  

4.22883;1;kinase_Processor;out;0
4.22883;1;kinase_Processor;; Sigma 0.0241364 x1_value 0.211181 x2_value 0.597564 x3_value 0.969516 x4_value 1.11041 x1_derivative_val -0.0912239 x2_derivative_val -0.0876007 Current Time 4.24297  

4.25297;1;kinase_Processor;out;0
4.25297;1;kinase_Processor;; Sigma 0.0242698 x1_value 0.208979 x2_value 0.595449 x3_value 0.972239 x4_value 1.12041 x1_derivative_val -0.0904673 x2_derivative_val -0.0887453 Current Time 4.26724  

4.27724;1;kinase_Processor;out;0
4.27724;1;kinase_Processor;; Sigma 0.0244088 x1_value 0.206784 x2_value 0.593296 x3_value 0.974892 x4_value 1.13041 x1_derivative_val -0.0897076 x2_derivative_val -0.0898641 Current Time 4.29165  

4.30165;1;kinase_Processor;out;0
4.30165;1;kinase_Processor;; Sigma 0.0245537 x1_value 0.204594 x2_value 0.591102 x3_value 0.977476 x4_value 1.14041 x1_derivative_val -0.0889445 x2_derivative_val -0.0909571 Current Time 4.3162  

4.3262;1;kinase_Processor;out;0
4.3262;1;kinase_Processor;; Sigma 0.0247045 x1_value 0.20241 x2_value 0.588869 x3_value 0.979989 x4_value 1.15041 x1_derivative_val -0.0881783 x2_derivative_val -0.0920244 Current Time 4.3409  

4.3509;1;kinase_Processor;out;0
4.3509;1;kinase_Processor;; Sigma 0.0248616 x1_value 0.200232 x2_value 0.586595 x3_value 0.982432 x4_value 1.16041 x1_derivative_val -0.0874089 x2_derivative_val -0.0930661 Current Time 4.36577  

4.37577;1;kinase_Processor;out;0
4.37577;1;kinase_Processor;; Sigma 0.0250251 x1_value 0.198058 x2_value 0.584282 x3_value 0.984803 x4_value 1.17041 x1_derivative_val -0.0866362 x2_derivative_val -0.0940824 Current Time 4.39079  

4.40079;1;kinase_Processor;out;0
4.40079;1;kinase_Processor;; Sigma 0.0251954 x1_value 0.19589 x2_value 0.581927 x3_value 0.987103 x4_value 1.18041 x1_derivative_val -0.0858604 x2_derivative_val -0.0950733 Current Time 4.41599  

4.42599;1;kinase_Processor;out;0
4.42599;1;kinase_Processor;; Sigma 0.0253727 x1_value 0.193727 x2_value 0.579532 x3_value 0.989329 x4_value 1.19041 x1_derivative_val -0.0850815 x2_derivative_val -0.0960389 Current Time 4.44136  

4.45136;1;kinase_Processor;out;0
4.45136;1;kinase_Processor;; Sigma 0.0255573 x1_value 0.191568 x2_value 0.577095 x3_value 0.991483 x4_value 1.20041 x1_derivative_val -0.0842993 x2_derivative_val -0.0969794 Current Time 4.46692  

4.47692;1;kinase_Processor;out;0
4.47692;1;kinase_Processor;; Sigma 0.0257495 x1_value 0.189414 x2_value 0.574616 x3_value 0.993562 x4_value 1.21041 x1_derivative_val -0.0835139 x2_derivative_val -0.0978946 Current Time 4.49267  

4.50267;1;kinase_Processor;out;0
4.50267;1;kinase_Processor;; Sigma 0.0259497 x1_value 0.187263 x2_value 0.572096 x3_value 0.995566 x4_value 1.22041 x1_derivative_val -0.0827253 x2_derivative_val -0.0987847 Current Time 4.51862  

4.52862;1;kinase_Processor;out;0
4.52862;1;kinase_Processor;; Sigma 0.0261582 x1_value 0.185116 x2_value 0.569532 x3_value 0.997494 x4_value 1.23041 x1_derivative_val -0.0819334 x2_derivative_val -0.0996498 Current Time 4.54477  

4.55477;1;kinase_Processor;out;0
4.55477;1;kinase_Processor;; Sigma 0.0263754 x1_value 0.182973 x2_value 0.566926 x3_value 0.999346 x4_value 1.24041 x1_derivative_val -0.0811382 x2_derivative_val -0.10049 Current Time 4.57115  

4.58115;1;kinase_Processor;out;0
4.58115;1;kinase_Processor;; Sigma 0.0266017 x1_value 0.180833 x2_value 0.564275 x3_value 1.00112 x4_value 1.25041 x1_derivative_val -0.0803397 x2_derivative_val -0.101305 Current Time 4.59775  

4.60775;1;kinase_Processor;out;0
4.60775;1;kinase_Processor;; Sigma 0.0268377 x1_value 0.178696 x2_value 0.56158 x3_value 1.00281 x4_value 1.26041 x1_derivative_val -0.0795379 x2_derivative_val -0.102094 Current Time 4.62459  

4.63459;1;kinase_Processor;out;0
4.63459;1;kinase_Processor;; Sigma 0.0270838 x1_value 0.176561 x2_value 0.55884 x3_value 1.00443 x4_value 1.27041 x1_derivative_val -0.0787326 x2_derivative_val -0.102859 Current Time 4.65167  

4.66167;1;kinase_Processor;out;0
4.66167;1;kinase_Processor;; Sigma 0.0273404 x1_value 0.174429 x2_value 0.556055 x3_value 1.00596 x4_value 1.28041 x1_derivative_val -0.0779237 x2_derivative_val -0.103599 Current Time 4.67901  

4.68901;1;kinase_Processor;out;0
4.68901;1;kinase_Processor;; Sigma 0.0276083 x1_value 0.172298 x2_value 0.553222 x3_value 1.00741 x4_value 1.29041 x1_derivative_val -0.0771114 x2_derivative_val -0.104313 Current Time 4.70662  

4.71662;1;kinase_Processor;out;0
4.71662;1;kinase_Processor;; Sigma 0.027888 x1_value 0.170169 x2_value 0.550342 x3_value 1.00878 x4_value 1.30041 x1_derivative_val -0.0762953 x2_derivative_val -0.105002 Current Time 4.73451  

4.74451;1;kinase_Processor;out;0
4.74451;1;kinase_Processor;; Sigma 0.0281803 x1_value 0.168041 x2_value 0.547414 x3_value 1.01006 x4_value 1.31041 x1_derivative_val -0.0754756 x2_derivative_val -0.105666 Current Time 4.76269  

4.77269;1;kinase_Processor;out;0
4.77269;1;kinase_Processor;; Sigma 0.0284858 x1_value 0.165914 x2_value 0.544436 x3_value 1.01126 x4_value 1.32041 x1_derivative_val -0.0746519 x2_derivative_val -0.106304 Current Time 4.79118  

4.80118;1;kinase_Processor;out;0
4.80118;1;kinase_Processor;; Sigma 0.0288053 x1_value 0.163788 x2_value 0.541408 x3_value 1.01236 x4_value 1.33041 x1_derivative_val -0.0738243 x2_derivative_val -0.106916 Current Time 4.81998  

4.82998;1;kinase_Processor;out;0
4.82998;1;kinase_Processor;; Sigma 0.0291398 x1_value 0.161661 x2_value 0.538328 x3_value 1.01338 x4_value 1.34041 x1_derivative_val -0.0729927 x2_derivative_val -0.107503 Current Time 4.84912  

4.85912;1;kinase_Processor;out;0
4.85912;1;kinase_Processor;; Sigma 0.0294903 x1_value 0.159534 x2_value 0.535196 x3_value 1.0143 x4_value 1.35041 x1_derivative_val -0.0721568 x2_derivative_val -0.108064 Current Time 4.87861  

4.88861;1;kinase_Processor;out;0
4.88861;1;kinase_Processor;; Sigma 0.0298577 x1_value 0.157406 x2_value 0.532009 x3_value 1.01513 x4_value 1.36041 x1_derivative_val -0.0713165 x2_derivative_val -0.108598 Current Time 4.90847  

4.91847;1;kinase_Processor;out;0
4.91847;1;kinase_Processor;; Sigma 0.0302433 x1_value 0.155277 x2_value 0.528766 x3_value 1.01586 x4_value 1.37041 x1_derivative_val -0.0704717 x2_derivative_val -0.109107 Current Time 4.93871  

4.94871;1;kinase_Processor;out;0
4.94871;1;kinase_Processor;; Sigma 0.0306483 x1_value 0.153145 x2_value 0.525467 x3_value 1.01649 x4_value 1.38041 x1_derivative_val -0.0696222 x2_derivative_val -0.109588 Current Time 4.96936  

4.97936;1;kinase_Processor;out;0
4.97936;1;kinase_Processor;; Sigma 0.0310743 x1_value 0.151011 x2_value 0.522108 x3_value 1.01701 x4_value 1.39041 x1_derivative_val -0.0687678 x2_derivative_val -0.110043 Current Time 5.00043  

5.01043;1;kinase_Processor;out;0
5.01043;1;kinase_Processor;; Sigma 0.0315226 x1_value 0.148874 x2_value 0.518688 x3_value 1.01744 x4_value 1.40041 x1_derivative_val -0.0679082 x2_derivative_val -0.11047 Current Time 5.03196  

5.04196;1;kinase_Processor;out;0
5.04196;1;kinase_Processor;; Sigma 0.0319952 x1_value 0.146734 x2_value 0.515206 x3_value 1.01775 x4_value 1.41041 x1_derivative_val -0.0670433 x2_derivative_val -0.110869 Current Time 5.06395  

5.07395;1;kinase_Processor;out;0
5.07395;1;kinase_Processor;; Sigma 0.032494 x1_value 0.144588 x2_value 0.511659 x3_value 1.01795 x4_value 1.42041 x1_derivative_val -0.0661727 x2_derivative_val -0.111241 Current Time 5.09645  

5.10645;1;kinase_Processor;out;0
5.10645;1;kinase_Processor;; Sigma 0.0330211 x1_value 0.142438 x2_value 0.508044 x3_value 1.01804 x4_value 1.43041 x1_derivative_val -0.0652962 x2_derivative_val -0.111584 Current Time 5.12947  

5.13947;1;kinase_Processor;out;0
5.13947;1;kinase_Processor;; Sigma 0.0335791 x1_value 0.140282 x2_value 0.50436 x3_value 1.01801 x4_value 1.44041 x1_derivative_val -0.0644135 x2_derivative_val -0.111898 Current Time 5.16305  

5.17305;1;kinase_Processor;out;0
5.17305;1;kinase_Processor;; Sigma 0.0341707 x1_value 0.138119 x2_value 0.500602 x3_value 1.01785 x4_value 1.45041 x1_derivative_val -0.0635242 x2_derivative_val -0.112182 Current Time 5.19722  

5.20722;1;kinase_Processor;out;0
5.20722;1;kinase_Processor;; Sigma 0.0347991 x1_value 0.135948 x2_value 0.496769 x3_value 1.01757 x4_value 1.46041 x1_derivative_val -0.0626279 x2_derivative_val -0.112436 Current Time 5.23202  

5.24202;1;kinase_Processor;out;0
5.24202;1;kinase_Processor;; Sigma 0.0354678 x1_value 0.133769 x2_value 0.492856 x3_value 1.01715 x4_value 1.47041 x1_derivative_val -0.0617242 x2_derivative_val -0.11266 Current Time 5.26748  

5.27748;1;kinase_Processor;out;0
5.27748;1;kinase_Processor;; Sigma 0.036181 x1_value 0.131579 x2_value 0.48886 x3_value 1.01659 x4_value 1.48041 x1_derivative_val -0.0608127 x2_derivative_val -0.112851 Current Time 5.30366  

5.31366;1;kinase_Processor;out;0
5.31366;1;kinase_Processor;; Sigma 0.0369433 x1_value 0.129379 x2_value 0.484777 x3_value 1.01589 x4_value 1.49041 x1_derivative_val -0.0598928 x2_derivative_val -0.11301 Current Time 5.34061  

5.35061;1;kinase_Processor;out;0
5.35061;1;kinase_Processor;; Sigma 0.0377602 x1_value 0.127166 x2_value 0.480602 x3_value 1.01503 x4_value 1.50041 x1_derivative_val -0.0589639 x2_derivative_val -0.113135 Current Time 5.37837  

5.38837;1;kinase_Processor;out;0
5.38837;1;kinase_Processor;; Sigma 0.038638 x1_value 0.124939 x2_value 0.47633 x3_value 1.01402 x4_value 1.51041 x1_derivative_val -0.0580254 x2_derivative_val -0.113226 Current Time 5.41701  

5.42701;1;kinase_Processor;out;0
